Tweet	Offensive	Targeted	Target
Unde plm e pisica care zice ca ai comandat PS4 înaintea fraierilor?	NOT	UNT	NULL
@denis26_denise Pai ce contează, da-le dracu drepturi la viață privată!	NOT	UNT	NULL
@vminsoup Dar imi place cum nu au inchis granitele.I-au lasat sa vina.	NOT	UNT	NULL
O gustare nu strică, e momentul în care poți mânca ceva dulce, dar nu mult ține minte că este doar o gustare!	NOT	UNT	NULL
Și niciodată nu a avut nici un regret.	NOT	UNT	NULL
Ce ziceți?Care veniți la un marș împotriva COVID-19? ✌️	NOT	UNT	NULL
ah am vazut niste peachzens atat de frumosi vreau sa ii admir pe toti	NOT	UNT	NULL
Modelul declarației pe propria răspundere a fost actualizat. Detalii despre noua versiune -	NOT	UNT	NULL
@RobertEVoicu 😅Și eu am niște probleme: una din plantele carnivore vrea să devină vegană. Sincer, n-am știut ce să-i răspund, dar cred că o să mut ficusul ceva mai departe.	NOT	UNT	NULL
Mastile pot fi refolosite dupa spalarea la 60 de grade si reprezinta o solutie pentru cei care continua sa fie…	NOT	UNT	NULL
@floaredecactus Nu înțeleg cu se plictisesc oamenii mari. Eu as vrea sa stau acasă, dar nu pot datorită meseriei.	NOT	UNT	NULL
@miyasvape a da ai stiut sa faci?? e greu?? ca nici nu m am uitat pe exercitii	NOT	UNT	NULL
*Spune-mi cu cine te împrieteneşti	NOT	UNT	NULL
Cioc cioc! Primiti cu testarea?	NOT	UNT	NULL
@MarmotaDeCampie Nu, ala numai in SUA se mai gaseste.	NOT	UNT	NULL
@CloneSandman Un ordinar, dă-l în harat	NOT	UNT	NULL
@veronicaelena20 Cred ca o sa fie la fel. Ideea e dacă o sa pot sa ies. Nu avem nici un polițist pe aici sa zică ce i s-a ordonat sa facă dacă dă de speța mea?	NOT	UNT	NULL
Cand spui prostii mai mari decat tine cum ar fi “o sa vaccinam toti bucurestenii”, nu trebuie sa te miri daca iti cere cineva demisia sau dimineata iti dai seama de fabulatia  emisa.	NOT	UNT	NULL
@jendelune sa nu mi spui ca faceti cursuri online ca ma sinucid	NOT	UNT	NULL
Acum, când încă nu este prea târziu, președintele României – votat copleșitor în Diaspora – ar putea sa intervină și să vină la Roma, să discute cu înalte autorități italiene și să revizuiască, eventual, măsurile luate pripit, la ceas de seară.	NOT	UNT	NULL
@Costindte @keyboardriot @ZoliBara @Sorin_Patiu @itmorar Sănătate! 🍻	NOT	UNT	NULL
@danaionescu65 😢😢😢	NOT	UNT	NULL
@chainedrebel *vă dedic (nu-s la primul pahar, scuze) 🤣	NOT	UNT	NULL
Medicii, cercetatorii, se contrazic, ce spun astăzi, mâine se schimbă, nimeni nu e sigur de nimic. Siguri putem fi doar că vom acoperi paguba dar vom face foamea	NOT	UNT	NULL
@btslug Ce plm comunism doamna draga o trecut 31 de ani de atunci ii 2020 get it together	NOT	UNT	NULL
Asta inseamna sustinere intre frati in #vremuri grele	NOT	UNT	NULL
Aviz celor care stau și se uită la știri care mai de care mai halucinante! Nu e momentul să ne aruncăm unii asupra altora! Dragilor, este timpul să ne unim, să fim suflet lângă suflet, acum pe net, apoi, să ne repunem activitatea și țara pe picioare!	NOT	UNT	NULL
doar nu au suferit generații întregi doar ca să anuleze ăștia bacul acum nu e corect 😂	NOT	UNT	NULL
DOAMNE FERESTE YEOSANG SUG PULA DA NU LA METROU CA E UNSANITARY VINO LA MINE ACASA SAU CEVA	NOT	UNT	NULL
Tocmai ce am ascultat asta, cât de frumos, profund și oare cati dintre noi vor înțelege asta?...	NOT	UNT	NULL
#Coronavirus: Nu există nicio dovadă că animalele transmit #COVID-19, însă sunt necesare măsuri de precauţie	NOT	UNT	NULL
@DianaWdr Sunteți tânără...Am văzut și mai și.	NOT	UNT	NULL
@_chuupiter Serialul explica tot mai tarziu :(( si o sa iti iei spoilere majore pentru serial din carte ca sunt structurate diferit	NOT	UNT	NULL
@EPSTEIN_ALIVE EXACT CE PULA MEA NINGE IN TOATA TARA PESTE TOT IN JURU NOSTRU NUMA LA NOI NU	NOT	UNT	NULL
@truicamarius Cu care a organizat lovitura de palat și arestarea lui Antonescu. Al dracu trădător!	NOT	UNT	NULL
În plină pandemie, Vela cu Berbeceanu pun poliția să-l urmărească pe Badea!	NOT	UNT	NULL
@LOVERIHNICKI Traim in Romania ce plm	NOT	UNT	NULL
Dacă tot stăm în casă, și bine facem până scăpăm de virusul acesta nenorocit o să vă spun povestea mea.	NOT	UNT	NULL
Consiliul Concurenței: ”Ieftiniți produsele sanitare sau trecem la rechiziționări!”	NOT	UNT	NULL
Normal dar ăștia sunt de dreapta slugoi sugători de pulă și lingăi de cur căcat, #procurorijigodii #judecatorisantajabili,futu.i în gură de jegoși nenorociți 🖕 🤮	OFF	TIN	GRP
@foreverrainmyg NU POT SA TAC NO CA SI IO PLANG ACIA CA DRACU	NOT	UNT	NULL
@ManoliuValy La tunurile din vremea coronei DNA-ul are interzis. Sunt toate legale.	NOT	UNT	NULL
Alcolicii, bețâvanii șî drogațîî n-au nik. Ei scapă!!!	NOT	UNT	NULL
@i0n1ca O fi de vina infrastructura, aglomeratia, plm 😁	NOT	UNT	NULL
Starea de poezie este o dragoste pentru adevăr. Oricând scriu simt să mărturisesc adevărul din inima mea.	NOT	UNT	NULL
Băi, ce tupeu are nulitatea asta de Ponta, cât de periculos este și cât de otrăvit minte pe la România tv, neîntrerupt de nimeni, care să îi ceară dovezi ptr ‘haratul’ pe care îl mănâncă. Ăsta este genul acela, care face rău și din mormânt	NOT	UNT	NULL
@Name89223362 @MAIRomania ..vai de mămăliga lor ...ce plm fac administratori de reta din MAI ..sau si o freacă la cafea	NOT	UNT	NULL
@Alex_Tikitaka Unde #plm frumoasă că e criminal de frig afară. Plus că plouă de rupe. O fi un mesaj din draft #numaibețșifumaț	NOT	UNT	NULL
@santaromica Asta-i o investitie sub acoperire , fiindca peste vreo suta de ani nici dracu nu mai intra in biserici si atunci se transforma toate in spitale si scoli!	NOT	UNT	NULL
@btsromaniateam @BTS_twt Kdrama mea preferata este tot cu Junki	NOT	UNT	NULL
#video Transportul a sosit din Seoul pe aeroportul Henri Coandă.	NOT	UNT	NULL
Voi ce ati cautat acolo?	NOT	UNT	NULL
Gânditor de la Antena 3: Pentru câteva sute de morți merită să transformăm România într-o țară de coșmar?	NOT	UNT	NULL
@FENTYY00NGI doamne da cat de ratat poate sa fie, nici nu imi pare rau ca ma iau de el	NOT	UNT	NULL
„Ne aşteptăm la ceea ce era şi previzionat”.	NOT	UNT	NULL
Bha jegoșilor din media de ce,, trăznească-vă Dumnezeu și maica domnului îl mai dați pe post și citați din Băsescu ca din Sfintele scripturi pula.n gura voastră de zdrențe și în tot neamul lui,lăsați - l dracului să moară în chinuri dacă nu e la pușcărie	OFF	TIN	GRP
@neamielualarau @MarmotaDeCampie @mihairotar Deja noi ăștia cu #GradinaDinBalcon avem un avantaj în cazul ăsta. 😁 👍	NOT	UNT	NULL
@ingerisidemoni Ăștia cu nirvana sunt cei cu „Steaua fără nume”, „Asia express„, „Clona”, „Dragoste de...”, „Insula iubirii”,„Sacrificiul”,„Scena misterelor”,„Grand prix e. de la chanson” și celelalte avorturi de adormit șerpi.	NOT	UNT	NULL
@sami_dicu Și ție ți s-a întâmplat acest lucru pe live ieri,dar ai rezolvat problema,dar la unii,nu a mers...	NOT	UNT	NULL
Inca stiu Hamilton pe de rost 💞🥴🥴🥴🥴🥴🥴	NOT	UNT	NULL
Absolut totul fac pe telefonul mobil, Asus Zenfone Live L1 cu sistemul de operare, Android 8.00 Oreo!	NOT	UNT	NULL
Ultimă oră! Au murit încă trei pacienţi confirmați cu coronavirus	NOT	UNT	NULL
Ribon dantela bumbac alba  Referinta: YB-PL1501  Pret: 35,00 lei  Ribon dantela fina de bumbac alba.  Comanda aici:   Vezi si alte produse asemanatoare:	NOT	UNT	NULL
@Adriana09347300 Un vecin  si coleg de munca inebunit dupa chestii din astea. Nu dorea sa stie sotia ca ii plac povestile astea. Facea pe suparatul. Avea treaba la masina. Navastasa hotarata avea calduri: Ce Ioane ai treba la masina? Las-o dracu de masina. Nu ne trebuie azi. Azi avem alta treaba.	NOT	UNT	NULL
#DocumentarAGERPRES ROMÂNIA POST-REVOLUŢIE, 1990: Înfiinţarea Serviciului Român de Informaţii -	NOT	UNT	NULL
Astăzi este ziua de naștere a Majestății Sale Margareta. Cu această ocazie, Custodele Coroanei se adresează românilor, vorbind despre noul coronavirus Covid-19 și mulțumind tuturor pentru felicitări și urări. 	NOT	UNT	NULL
Noua Zeelandă: Australianul inculpat pentru atacurile de la Christchurch a pledat vinovat -	NOT	UNT	NULL
@SolomeiC Nu am nici un prieten atat de bun :)	NOT	UNT	NULL
Site-urile pe care guvernul vrea să le închidă pentru fake news sunt funcționale, la aproape 24 de ore de la cererea oficială către ANCOM. Noi articole conspiraționiste	NOT	UNT	NULL
@BlkDeathScythe @_MinuteMan_ Dante ii suge pula lui William. Se pune in genunchi si ii linge bilutele	OFF	TIN	IND
Alte aspecte sunt de condamnat, însă aceasta alegere cu siguranță nu.	NOT	UNT	NULL
„Garsoniera” din padure, ideala pentru meditatie si creatie	NOT	UNT	NULL
@MonicaKrueger67 Să le spună cineva că România este guvernată de "dreapta", nu de socialişti!	NOT	UNT	NULL
@Sorin_Patiu @ingerisidemoni Absolut corect, niște incompetenți care administrează bugete uriașe, responsabili direct cu monitorizarea potențialelor riscuri de epidemii, pandemii, cât și prevenirea acestora. Bugete imense, rezultate zero.	NOT	UNT	NULL
@radusmall @ioanapistol Am avut un caz in familie, 3500 euro elicopterul din delta Dunării pana in București. Sunat, venit, săltat.	NOT	UNT	NULL
@MoiseGuran boss, ce dracu ai facut? cred ca pana acum regreti decizia luata. din pacate, nu mai poti reveni. te-ai stins din viata publica rapid. pacat. as zice ca imi pare rau dar ti-ai facut-o cu mana ta.	NOT	UNT	NULL
Ministrul Economiei anunță că în România se vor produce măști de protecție, combinezoane și biocide...	NOT	UNT	NULL
@gusteru După toată perioada asta; i-aș lua pe toți gușterii ăstia zburători cu legea în mână: Cetățene Armando Marian Cercel care este valoarea automobilului dvs. ? 70.000 € ... bun! Cum ați cumpărat dvs acest bun ? N-aveți o afacere, n-aveți mai mult de 10 clase, n-aveți loc de muncă.	NOT	UNT	NULL
Ministrul Sănătății a demisionat. Victor Costache anunțase aseară că toată populația Bucureștiului va fi testată de COVID-19. Premierul Orban îl propun în locul acestuia pe secretarul de stat Nelu Tătaru.	NOT	UNT	NULL
Cred că mai ştim doar să urâm. Criza din acestea zile ne arată că suntem o naţie de oameni mici, dar care am încercat să-i păcălim pe ceilalţi că suntem mari. (Costel Crângan pentru Blogurile Adevărul)	NOT	UNT	NULL
CE PULA MEA MI SE PUNE ASTA PE TL . DECLARATIE CA MA VRETI PLANSA. OK.	NOT	UNT	NULL
Oameni, lasati dracu conspiratiile si veniti-va in fire.	NOT	UNT	NULL
Noapte bună draga mea! ❤️❤️ Îngerii să te vegheze! 🙏	NOT	UNT	NULL
@OUrsuleac @SorinPaun3 @KlausIohannis don'soara... dumneavoastră meritați sa fiți pitulată doar pentru afirmațiile pe care le faceti...serios! faceți parte si din #FlatEarth society?	NOT	UNT	NULL
te-n plm! Daca asta inseamna frumusete, tre' sa ne in puscam!	OFF	TIN	IND
@piticu21 "Ignorați-i pe cei care vă zic să stați în casă." - contrar ordonantei, a?	NOT	UNT	NULL
@FlorinU76580281 Buna , in Moldova pana ce stabilă dar va fi trist așa ma gândesc eu , și am înțeles ca nu se dau datele reale oficial . La dvs. ?	NOT	UNT	NULL
@bugmafia @Carlos_Sacalul @Carlos_Sacalul8 Pff...Sunteți dați dracu!	NOT	UNT	NULL
@fings007 Mulțumesc! Seară liniștită!🏕🙏❤🏕🏕🏕	NOT	UNT	NULL
Na plimbare cu o nebuna::)) la Autostrada A1	NOT	UNT	NULL
@gabimacovei Nu treci prin el*. Durează vreo 2 luni acomodarea, o să îți devină instinct.	NOT	UNT	NULL
cacatu dracu unde mi ati dus albumul	NOT	UNT	NULL
@Digi24_HD Parca un ministru zicea acum cateva zile ca cei care profita de starea de urgenta pentru a comite infractiuni pot primi un spor de 2 ani la pedeapsa.	NOT	UNT	NULL
Wimbledon confirmă că ia în calcul atât anularea, cât și amânarea turneului din acest an. Amânarea ar fi dificil de realizat cu succes, din cauza specificului suprafeței de joc. Varianta fără spectatori a fost scoasă din calcul. O decizie ar putea fi luată săptămâna următoare	NOT	UNT	NULL
Guvernul din #Kosovo, demis în plină pandemie de #coronavirus	NOT	UNT	NULL
N-am înţeles de ce fac unii atâta caz că stau acasă. N-aţi mai stat până acum? 😂 De ce ne comportăm de parcă am face un efort supraomenesc. Ridicăm pietre de moară sau ce? 🤦🏼‍♀️	NOT	UNT	NULL
@Martaroblesrod8 @dmtzdmr Îmi este dor de ea de zâmbetul ei de fata ei frumoasa ochii ei care îți arată bunătatea sufletului ei! ❤️ ❤️ ❤️ ❤️	NOT	UNT	NULL
legat de testele rapide facute de PNL: "Testarea rapida este inutilă. Testele încep să se pozitiveze la zece zile de la debutul infecţiei. Între momentul infecţiei şi momentul producerii anticorpilor se scurg 10 -14 zile. Acestea nu au marca."Rafila - Presedintele SRM	NOT	UNT	NULL
@gusteru Ce țigări sunt astea, Dragoș? Nam mai văzut....	NOT	UNT	NULL
@Costindte @OvidiuSky @OfficeTzetze așa bre :D de când te aștept.	NOT	UNT	NULL
Nu am crezut în viața mea că  mâinile mele vor consuma mai mult alcool decât gura ! ☺	NOT	UNT	NULL
Franţa o să aibă și ea peste 10.000 cazuri în curând.	NOT	UNT	NULL
@TanarulD Lasi telefonul acasă si adio orice acuratețe privind mișcarea.	NOT	UNT	NULL
fromjkwithluv "in pula mea" a fost aproape perfect :))))	OFF	TIN	IND
La noi toți sunt acasă și sănătoși...nici un simptom de nici un fel.	NOT	UNT	NULL
@jaunetom Ai de plm, asta o pun la fav pentru la urmatoarea primavara araba. Nu ca n-as fi de acord ca mai bine un criminal in uniforma sau scolit pe la Londra, decat unul in pijamale.	NOT	UNT	NULL
@127scuad Asta stiu da nush sa pun in argumente 🤡🤡	NOT	UNT	NULL
@SirGolan @ingerisidemoni Da, bre. Asa zic și io. În niciun caz nu am cum să zic că parohia mea este motivul răspândirii unei molime!!! Ar fi culmea tâmpeniei. Dar nici extrema aialaltă nu sună bine.	NOT	UNT	NULL
aveam zile când mă gândeam dacă oamenii dintr-un grup social mă plac, acum mă interesează doar dacă îi plac eu pe ei	NOT	UNT	NULL
acum ca va tineti si voi blugii in cuier pe hol putem vb de la egal la egal	NOT	UNT	NULL
@ipostaze @GabrielGiurgiu2 Din pacate unii nici acum, dupa atata timp, nu stiu ca emag listeaza si produse ale unor parteneri si fiecare aplica o taxa de livrare.	NOT	UNT	NULL
Ce a făcut Orban în 30 de ani de când face politică liberală? Care e „magistrala” lui?	NOT	UNT	NULL
Trăim vremuri interesante: după 30 de ani de libertate de mișcare, s-ar putea  întâmpla că, ca să ajungi acasă ca și român blocat in Occident să treci ilegal granița in România. Chiar că asta nu mi-ar fi trecut vreodată prin cap.	NOT	UNT	NULL
@basarab84 😁😄	NOT	UNT	NULL
In acest video este un om care sta pe yn scaun, se dezbraca, se face tot alb, isi pune faina in cap, vată pe față, bețe, si se picteaza (e super ciudat)	NOT	UNT	NULL
A murit scriitorul Paul Goma (fişă biografică) -	NOT	UNT	NULL
PE isi suspenda sesiunile plenare de 4 zile pana in septembrie. Joi voteaza oprirea "zborurile fantoma"	NOT	UNT	NULL
@nicolaeapostu Pe la 23:15 am lăsat treaba asta :))	NOT	UNT	NULL
@octavpelin @ExpresNational Vedem insa o mare coerenta a UE in a nu face nimic in criza actuala.	NOT	UNT	NULL
Nicolai du-te in măta #Amici19	OFF	TIN	IND
@VasuIndia55 Seară frumoasă domnul meu!🏕🏕🏕🏕❤🙏	NOT	UNT	NULL
@oleaberegoi @OliaBraguta Ei văd numai una din Oli takșto... Nici nu știu ce să zic	NOT	UNT	NULL
Pacient cu coronavirus, scos din Spitalul Județean Neamț în maiou! Are dreptate BOR: doar lingurița ne mai poate salva!	NOT	UNT	NULL
emiltoma_av Unii nu au unde plm s-o printeze. Îmi trebuie și dosar cu șină?	NOT	UNT	NULL
Acum ca ai ales scrie in com. ce familie au tu si distreaza te facand cat mai multe familii	NOT	UNT	NULL
Agenția Municipală Pentru Ocuparea Forței de Muncă a Municipiului BUCUREŞTI informează cetățenii cu privire la ŞOMAJUL TEHNIC:   Agenția Municipală pentru Ocuparea Forței de Muncă Bucureşti (AMOFM) pune la dispoziţia angajatorilor sau angajaţilor,…	NOT	UNT	NULL
@CristianMates Râdeți voi râdeți dar acum toată țara e condusă de milițieni... 😥😥😥	NOT	UNT	NULL
PLM ... Pe La Market, Pe La Magazin, Pe La Mega..., PuLa Mâncare	NOT	UNT	NULL
@itmorar @neamielualarau Punguța fără cash, de M. Isărescu	NOT	UNT	NULL
S'a dus dracu vremea dictaturii maimutelor ... haidi pa, ca va scuipa si aia de au crezut in voi.	NOT	UNT	NULL
@TanarulD Ba izolarea virusului la eventualii purtători era posibilă si necesară, dar s-a facut tarziu si prost.	NOT	UNT	NULL
Cum dracu poți sa dai retweet la dubioasa asta????	NOT	UNT	NULL
bai pula mea vreau si eu sa merg la gratarul asta maine firaral dracu de virus nu imi strica planurile	NOT	UNT	NULL
@MarmotaDeCampie Sigur e o sansa.	NOT	UNT	NULL
“UE face apel la Netflix să nu mai ofere streaming pentru filmele în HD”, pe mine nu mă afectează, mă uit doar la cele 4K.	NOT	UNT	NULL
@scstanel 0759106312 acesta este nr meu imi rsspundeti vă rog frumos pe wats up?	NOT	UNT	NULL
@acadelle Em... Curat? Citit? Remi? Chitară? Zacuscă? Meditație? O! Reparație? OMG - Aparent, eu am ce face 😁 ș fără internet :)	NOT	UNT	NULL
Sa pleci cu amanta in Israel si sa aduci familiei COVID-19 asta inseamna sa fii mafiot ! Fatalaii aduc magneti pentru frigider ! 🙈	OFF	TIN	OTH
@denis26_denise Impodobeste Mama bradul😂	NOT	UNT	NULL
atunci când închideai incet uşa frigiderului pentru a vedea cum se stinge lumina	NOT	UNT	NULL
Cum plm sa moara 250 de oameni intr-o zi intr-o tara civilizata???	NOT	UNT	NULL
@Junioru_eu fierbi 500g de ficat vreo 10-15 min, apoi il speli bine. tai 2 cepe mici/medii sau una mare si pui la prajit in ulei de masline (se poate si de floarea soarelui). rumenesti bine ceapa, in proces pui niste unt (~50-75g; eu fac la ochi totul).	NOT	UNT	NULL
Italia, statul membru al UE care a fost până acum cel mai puternic lovit de pandemie, a fost o țintă deosebit de importantă a campaniei de informare chinezească. Recent,  ambasadorul Italiei la UE se plângea că ”numai China“ a răspuns cererii de ajutor a țării sale.	NOT	UNT	NULL
Oare dacă bei single malt după blended, înseamnă că le amesteci? 🥃🥃	NOT	UNT	NULL
@Camelia30_0 Sunt un psiholog de 40 de ani care-ți recită din Varg Vikernes și cunoaște bine discografia Mayhem. Dar m-am gândit să nu vă sperii cu chestii prea dure și-am zis de Slayer. :))	NOT	UNT	NULL
@ioanapistol La banii aia te ia Arafat cu elicopterul. Pe bune.	NOT	UNT	NULL
Care e faza cu testarea a zeci de mii de oameni? Odata testat nu se mai infecteaza sau ce plm!🙄	NOT	UNT	NULL
@ECiocu Cum dracu au făcut asta?🤣🤣🤣	NOT	UNT	NULL
@victorciutacu @basarab84 Absolut ridicol sa scoti armata si cu acele masini speciale, risipa de bani si btw polueaza, atentie, se supara greta!	NOT	UNT	NULL
@CatalinJ15 @i0n1ca Prietene, crezi ca in momentele astea mai e vremea de polemici de asta de cacat?	NOT	UNT	NULL
Buna ziua. Toată lumea a trai naţionalitate străină, în Japonia, sa devina prieteni cu mine.	NOT	UNT	NULL
Aproape 10.000 de teste false pentru depistarea coronavirusului, ridicate de la o firmă care le vindea online	NOT	UNT	NULL
@_lor3scu_ Ahhh, Budeanu...Credeam că e Kempes îmbătrânit.	NOT	UNT	NULL
@bucharestlife Eu am fost. Prin Cismigiu si Calea Victoriei. Putina lume, se sta la distanță, putine mașini. Okish. Civilizat. Nu știu de prin magazine, nu am fost.	NOT	UNT	NULL
@DacianSoros Era filtru la ieșirea din București spre Pitești, de aia era aglomerația aia. În partea aia se duce lumea la muncă.	NOT	UNT	NULL
Și dacă sculamentul omoară coronavirusul ăsta? Apoi tratament pentru sculament și gata. (Da, sunt fan Doctor House)	NOT	UNT	NULL
@w_lemn @SirGolan Franța susține economic vreo 4-5 țări africane : Tunisia, Maroc, Algeria, Congo, etc. Noi pe cine dracu susținem ? 2 milioane de moldoveni ?	NOT	UNT	NULL
@pinguuina @radutimo @MarmotaDeCampie :)) păi înțelege cineva ??	NOT	UNT	NULL
Român aplaudat de medicii din Spania #StaiAcasă si informeaza-te #CuMine...	NOT	UNT	NULL
Cei mai mulţi pacienţi diagnosticaţi cu Covid-19 au între 19 şi 50 de ani.	NOT	UNT	NULL
În ianuarie 2020, Anca Bertea a fost numită la șefia DSP Brașov, printr-un ordin semnat de ministrul Victor Costache.	NOT	UNT	NULL
lino golden a facut piesa cu un manelist 😭😭😭😭	NOT	UNT	NULL
tii bine ce voia lumea, pulimea, prostimea. Pune, bă, boule Klause un premier, fie el și un gunoi ca Cîțu până trece nebunia cu virusul.	OFF	TIN	IND
