Tweet	Offensive	Targeted	Target
Cand spui prostii mai mari decat tine cum ar fi “o sa vaccinam toti bucurestenii”, nu trebuie sa te miri daca iti cere cineva demisia sau dimineata iti dai seama de fabulatia  emisa.	0	0	0
@jendelune sa nu mi spui ca faceti cursuri online ca ma sinucid	0	0	0
Acum, când încă nu este prea târziu, președintele României – votat copleșitor în Diaspora – ar putea sa intervină și să vină la Roma, să discute cu înalte autorități italiene și să revizuiască, eventual, măsurile luate pripit, la ceas de seară.	0	0	0
@Costindte @keyboardriot @ZoliBara @Sorin_Patiu @itmorar Sănătate! 🍻	0	0	0
@danaionescu65 😢😢😢	0	0	0
@chainedrebel *vă dedic (nu-s la primul pahar, scuze) 🤣	0	0	0
Medicii, cercetatorii, se contrazic, ce spun astăzi, mâine se schimbă, nimeni nu e sigur de nimic. Siguri putem fi doar că vom acoperi paguba dar vom face foamea	0	0	0
@btslug Ce plm comunism doamna draga o trecut 31 de ani de atunci ii 2020 get it together	0	0	0
Asta inseamna sustinere intre frati in #vremuri grele	0	0	0
Aviz celor care stau și se uită la știri care mai de care mai halucinante! Nu e momentul să ne aruncăm unii asupra altora! Dragilor, este timpul să ne unim, să fim suflet lângă suflet, acum pe net, apoi, să ne repunem activitatea și țara pe picioare!	0	0	0
doar nu au suferit generații întregi doar ca să anuleze ăștia bacul acum nu e corect 😂	0	0	0
DOAMNE FERESTE YEOSANG SUG PULA DA NU LA METROU CA E UNSANITARY VINO LA MINE ACASA SAU CEVA	0	0	0
Tocmai ce am ascultat asta, cât de frumos, profund și oare cati dintre noi vor înțelege asta?...	0	0	0
#Coronavirus: Nu există nicio dovadă că animalele transmit #COVID-19, însă sunt necesare măsuri de precauţie	0	0	0
@DianaWdr Sunteți tânără...Am văzut și mai și.	0	0	0
@_chuupiter Serialul explica tot mai tarziu :(( si o sa iti iei spoilere majore pentru serial din carte ca sunt structurate diferit	0	0	0
@EPSTEIN_ALIVE EXACT CE PULA MEA NINGE IN TOATA TARA PESTE TOT IN JURU NOSTRU NUMA LA NOI NU	0	0	0
@truicamarius Cu care a organizat lovitura de palat și arestarea lui Antonescu. Al dracu trădător!	0	0	0
În plină pandemie, Vela cu Berbeceanu pun poliția să-l urmărească pe Badea!	0	0	0
@LOVERIHNICKI Traim in Romania ce plm	0	0	0
Dacă tot stăm în casă, și bine facem până scăpăm de virusul acesta nenorocit o să vă spun povestea mea.	0	0	0
Consiliul Concurenței: ”Ieftiniți produsele sanitare sau trecem la rechiziționări!”	0	0	0
Normal dar ăștia sunt de dreapta slugoi sugători de pulă și lingăi de cur căcat, #procurorijigodii #judecatorisantajabili,futu.i în gură de jegoși nenorociți 🖕 🤮	1	0	0
@foreverrainmyg NU POT SA TAC NO CA SI IO PLANG ACIA CA DRACU	0	0	0
@ManoliuValy La tunurile din vremea coronei DNA-ul are interzis. Sunt toate legale.	0	0	0
Alcolicii, bețâvanii șî drogațîî n-au nik. Ei scapă!!!	0	0	0
@i0n1ca O fi de vina infrastructura, aglomeratia, plm 😁	0	0	0
Starea de poezie este o dragoste pentru adevăr. Oricând scriu simt să mărturisesc adevărul din inima mea.	0	0	0
Băi, ce tupeu are nulitatea asta de Ponta, cât de periculos este și cât de otrăvit minte pe la România tv, neîntrerupt de nimeni, care să îi ceară dovezi ptr ‘haratul’ pe care îl mănâncă. Ăsta este genul acela, care face rău și din mormânt	0	0	0
@Name89223362 @MAIRomania ..vai de mămăliga lor ...ce plm fac administratori de reta din MAI ..sau si o freacă la cafea	0	0	0
@Alex_Tikitaka Unde #plm frumoasă că e criminal de frig afară. Plus că plouă de rupe. O fi un mesaj din draft #numaibețșifumaț	0	0	0
@santaromica Asta-i o investitie sub acoperire , fiindca peste vreo suta de ani nici dracu nu mai intra in biserici si atunci se transforma toate in spitale si scoli!	0	0	0
@btsromaniateam @BTS_twt Kdrama mea preferata este tot cu Junki	0	0	0
#video Transportul a sosit din Seoul pe aeroportul Henri Coandă.	0	0	0
Voi ce ati cautat acolo?	0	0	0
Gânditor de la Antena 3: Pentru câteva sute de morți merită să transformăm România într-o țară de coșmar?	0	0	0
@FENTYY00NGI doamne da cat de ratat poate sa fie, nici nu imi pare rau ca ma iau de el	0	0	0
„Ne aşteptăm la ceea ce era şi previzionat”.	0	0	0
Bha jegoșilor din media de ce,, trăznească-vă Dumnezeu și maica domnului îl mai dați pe post și citați din Băsescu ca din Sfintele scripturi pula.n gura voastră de zdrențe și în tot neamul lui,lăsați - l dracului să moară în chinuri dacă nu e la pușcărie	1	0	0
@neamielualarau @MarmotaDeCampie @mihairotar Deja noi ăștia cu #GradinaDinBalcon avem un avantaj în cazul ăsta. 😁 👍	0	0	0
@ingerisidemoni Ăștia cu nirvana sunt cei cu „Steaua fără nume”, „Asia express„, „Clona”, „Dragoste de...”, „Insula iubirii”,„Sacrificiul”,„Scena misterelor”,„Grand prix e. de la chanson” și celelalte avorturi de adormit șerpi.	0	0	0
@sami_dicu Și ție ți s-a întâmplat acest lucru pe live ieri,dar ai rezolvat problema,dar la unii,nu a mers...	0	0	0
Inca stiu Hamilton pe de rost 💞🥴🥴🥴🥴🥴🥴	0	0	0
Absolut totul fac pe telefonul mobil, Asus Zenfone Live L1 cu sistemul de operare, Android 8.00 Oreo!	0	0	0
Ultimă oră! Au murit încă trei pacienţi confirmați cu coronavirus	0	0	0
Ribon dantela bumbac alba  Referinta: YB-PL1501  Pret: 35,00 lei  Ribon dantela fina de bumbac alba.  Comanda aici:   Vezi si alte produse asemanatoare:	0	0	0
@Adriana09347300 Un vecin  si coleg de munca inebunit dupa chestii din astea. Nu dorea sa stie sotia ca ii plac povestile astea. Facea pe suparatul. Avea treaba la masina. Navastasa hotarata avea calduri: Ce Ioane ai treba la masina? Las-o dracu de masina. Nu ne trebuie azi. Azi avem alta treaba.	0	0	0
#DocumentarAGERPRES ROMÂNIA POST-REVOLUŢIE, 1990: Înfiinţarea Serviciului Român de Informaţii -	0	0	0
Astăzi este ziua de naștere a Majestății Sale Margareta. Cu această ocazie, Custodele Coroanei se adresează românilor, vorbind despre noul coronavirus Covid-19 și mulțumind tuturor pentru felicitări și urări. 	0	0	0
Noua Zeelandă: Australianul inculpat pentru atacurile de la Christchurch a pledat vinovat -	0	0	0
@SolomeiC Nu am nici un prieten atat de bun :)	0	0	0
Site-urile pe care guvernul vrea să le închidă pentru fake news sunt funcționale, la aproape 24 de ore de la cererea oficială către ANCOM. Noi articole conspiraționiste	0	0	0
@BlkDeathScythe @_MinuteMan_ Dante ii suge pula lui William. Se pune in genunchi si ii linge bilutele	1	1	1
Alte aspecte sunt de condamnat, însă aceasta alegere cu siguranță nu.	0	0	0
„Garsoniera” din padure, ideala pentru meditatie si creatie	0	0	0
@MonicaKrueger67 Să le spună cineva că România este guvernată de "dreapta", nu de socialişti!	0	0	0
@Sorin_Patiu @ingerisidemoni Absolut corect, niște incompetenți care administrează bugete uriașe, responsabili direct cu monitorizarea potențialelor riscuri de epidemii, pandemii, cât și prevenirea acestora. Bugete imense, rezultate zero.	0	0	0
@radusmall @ioanapistol Am avut un caz in familie, 3500 euro elicopterul din delta Dunării pana in București. Sunat, venit, săltat.	0	0	0
@MoiseGuran boss, ce dracu ai facut? cred ca pana acum regreti decizia luata. din pacate, nu mai poti reveni. te-ai stins din viata publica rapid. pacat. as zice ca imi pare rau dar ti-ai facut-o cu mana ta.	0	0	0
Ministrul Economiei anunță că în România se vor produce măști de protecție, combinezoane și biocide...	0	0	0
@gusteru După toată perioada asta; i-aș lua pe toți gușterii ăstia zburători cu legea în mână: Cetățene Armando Marian Cercel care este valoarea automobilului dvs. ? 70.000 € ... bun! Cum ați cumpărat dvs acest bun ? N-aveți o afacere, n-aveți mai mult de 10 clase, n-aveți loc de muncă.	0	0	0
Ministrul Sănătății a demisionat. Victor Costache anunțase aseară că toată populația Bucureștiului va fi testată de COVID-19. Premierul Orban îl propun în locul acestuia pe secretarul de stat Nelu Tătaru.	0	0	0
Cred că mai ştim doar să urâm. Criza din acestea zile ne arată că suntem o naţie de oameni mici, dar care am încercat să-i păcălim pe ceilalţi că suntem mari. (Costel Crângan pentru Blogurile Adevărul)	0	0	0
CE PULA MEA MI SE PUNE ASTA PE TL . DECLARATIE CA MA VRETI PLANSA. OK.	0	0	0
Oameni, lasati dracu conspiratiile si veniti-va in fire.	0	0	0
Noapte bună draga mea! ❤️❤️ Îngerii să te vegheze! 🙏	0	0	0
@OUrsuleac @SorinPaun3 @KlausIohannis don'soara... dumneavoastră meritați sa fiți pitulată doar pentru afirmațiile pe care le faceti...serios! faceți parte si din #FlatEarth society?	0	0	0
te-n plm! Daca asta inseamna frumusete, tre' sa ne in puscam!	1	0	0
@piticu21 "Ignorați-i pe cei care vă zic să stați în casă." - contrar ordonantei, a?	0	0	0
@FlorinU76580281 Buna , in Moldova pana ce stabilă dar va fi trist așa ma gândesc eu , și am înțeles ca nu se dau datele reale oficial . La dvs. ?	0	0	0
@bugmafia @Carlos_Sacalul @Carlos_Sacalul8 Pff...Sunteți dați dracu!	0	0	0
@fings007 Mulțumesc! Seară liniștită!🏕🙏❤🏕🏕🏕	0	0	0
Na plimbare cu o nebuna::)) la Autostrada A1	0	0	0
@gabimacovei Nu treci prin el*. Durează vreo 2 luni acomodarea, o să îți devină instinct.	0	0	0
cacatu dracu unde mi ati dus albumul	0	0	0
@Digi24_HD Parca un ministru zicea acum cateva zile ca cei care profita de starea de urgenta pentru a comite infractiuni pot primi un spor de 2 ani la pedeapsa.	0	0	0
Wimbledon confirmă că ia în calcul atât anularea, cât și amânarea turneului din acest an. Amânarea ar fi dificil de realizat cu succes, din cauza specificului suprafeței de joc. Varianta fără spectatori a fost scoasă din calcul. O decizie ar putea fi luată săptămâna următoare	0	0	0
Guvernul din #Kosovo, demis în plină pandemie de #coronavirus	0	0	0
N-am înţeles de ce fac unii atâta caz că stau acasă. N-aţi mai stat până acum? 😂 De ce ne comportăm de parcă am face un efort supraomenesc. Ridicăm pietre de moară sau ce? 🤦🏼‍♀️	0	0	0
@Martaroblesrod8 @dmtzdmr Îmi este dor de ea de zâmbetul ei de fata ei frumoasa ochii ei care îți arată bunătatea sufletului ei! ❤️ ❤️ ❤️ ❤️	0	0	0
legat de testele rapide facute de PNL: "Testarea rapida este inutilă. Testele încep să se pozitiveze la zece zile de la debutul infecţiei. Între momentul infecţiei şi momentul producerii anticorpilor se scurg 10 -14 zile. Acestea nu au marca."Rafila - Presedintele SRM	0	0	0
@gusteru Ce țigări sunt astea, Dragoș? Nam mai văzut....	0	0	0
@Costindte @OvidiuSky @OfficeTzetze așa bre :D de când te aștept.	0	0	0
Nu am crezut în viața mea că  mâinile mele vor consuma mai mult alcool decât gura ! ☺	0	0	0
Franţa o să aibă și ea peste 10.000 cazuri în curând.	0	0	0
@TanarulD Lasi telefonul acasă si adio orice acuratețe privind mișcarea.	0	0	0
fromjkwithluv "in pula mea" a fost aproape perfect :))))	1	1	1
La noi toți sunt acasă și sănătoși...nici un simptom de nici un fel.	0	0	0
@jaunetom Ai de plm, asta o pun la fav pentru la urmatoarea primavara araba. Nu ca n-as fi de acord ca mai bine un criminal in uniforma sau scolit pe la Londra, decat unul in pijamale.	0	0	0
@127scuad Asta stiu da nush sa pun in argumente 🤡🤡	0	0	0
@SirGolan @ingerisidemoni Da, bre. Asa zic și io. În niciun caz nu am cum să zic că parohia mea este motivul răspândirii unei molime!!! Ar fi culmea tâmpeniei. Dar nici extrema aialaltă nu sună bine.	0	0	0
aveam zile când mă gândeam dacă oamenii dintr-un grup social mă plac, acum mă interesează doar dacă îi plac eu pe ei	0	0	0
acum ca va tineti si voi blugii in cuier pe hol putem vb de la egal la egal	0	0	0
@ipostaze @GabrielGiurgiu2 Din pacate unii nici acum, dupa atata timp, nu stiu ca emag listeaza si produse ale unor parteneri si fiecare aplica o taxa de livrare.	0	0	0
Ce a făcut Orban în 30 de ani de când face politică liberală? Care e „magistrala” lui?	0	0	0
Trăim vremuri interesante: după 30 de ani de libertate de mișcare, s-ar putea  întâmpla că, ca să ajungi acasă ca și român blocat in Occident să treci ilegal granița in România. Chiar că asta nu mi-ar fi trecut vreodată prin cap.	0	0	0
@basarab84 😁😄	0	0	0
In acest video este un om care sta pe yn scaun, se dezbraca, se face tot alb, isi pune faina in cap, vată pe față, bețe, si se picteaza (e super ciudat)	0	0	0
A murit scriitorul Paul Goma (fişă biografică) -	0	0	0
PE isi suspenda sesiunile plenare de 4 zile pana in septembrie. Joi voteaza oprirea "zborurile fantoma"	0	0	0
@nicolaeapostu Pe la 23:15 am lăsat treaba asta :))	0	0	0
@octavpelin @ExpresNational Vedem insa o mare coerenta a UE in a nu face nimic in criza actuala.	0	0	0
Nicolai du-te in măta #Amici19	1	1	1
@VasuIndia55 Seară frumoasă domnul meu!🏕🏕🏕🏕❤🙏	0	0	0
@oleaberegoi @OliaBraguta Ei văd numai una din Oli takșto... Nici nu știu ce să zic	0	0	0
Pacient cu coronavirus, scos din Spitalul Județean Neamț în maiou! Are dreptate BOR: doar lingurița ne mai poate salva!	0	0	0
emiltoma_av Unii nu au unde plm s-o printeze. Îmi trebuie și dosar cu șină?	0	0	0
Acum ca ai ales scrie in com. ce familie au tu si distreaza te facand cat mai multe familii	0	0	0
Agenția Municipală Pentru Ocuparea Forței de Muncă a Municipiului BUCUREŞTI informează cetățenii cu privire la ŞOMAJUL TEHNIC:   Agenția Municipală pentru Ocuparea Forței de Muncă Bucureşti (AMOFM) pune la dispoziţia angajatorilor sau angajaţilor,…	0	0	0
@CristianMates Râdeți voi râdeți dar acum toată țara e condusă de milițieni... 😥😥😥	0	0	0
PLM ... Pe La Market, Pe La Magazin, Pe La Mega..., PuLa Mâncare	0	0	0
@itmorar @neamielualarau Punguța fără cash, de M. Isărescu	0	0	0
S'a dus dracu vremea dictaturii maimutelor ... haidi pa, ca va scuipa si aia de au crezut in voi.	0	0	0
@TanarulD Ba izolarea virusului la eventualii purtători era posibilă si necesară, dar s-a facut tarziu si prost.	0	0	0
Cum dracu poți sa dai retweet la dubioasa asta????	0	0	0
bai pula mea vreau si eu sa merg la gratarul asta maine firaral dracu de virus nu imi strica planurile	0	0	0
@MarmotaDeCampie Sigur e o sansa.	0	0	0
“UE face apel la Netflix să nu mai ofere streaming pentru filmele în HD”, pe mine nu mă afectează, mă uit doar la cele 4K.	0	0	0
@scstanel 0759106312 acesta este nr meu imi rsspundeti vă rog frumos pe wats up?	0	0	0
@acadelle Em... Curat? Citit? Remi? Chitară? Zacuscă? Meditație? O! Reparație? OMG - Aparent, eu am ce face 😁 ș fără internet :)	0	0	0
Sa pleci cu amanta in Israel si sa aduci familiei COVID-19 asta inseamna sa fii mafiot ! Fatalaii aduc magneti pentru frigider ! 🙈	1	1	3
@denis26_denise Impodobeste Mama bradul😂	0	0	0
atunci când închideai incet uşa frigiderului pentru a vedea cum se stinge lumina	0	0	0
Cum plm sa moara 250 de oameni intr-o zi intr-o tara civilizata???	0	0	0
@Junioru_eu fierbi 500g de ficat vreo 10-15 min, apoi il speli bine. tai 2 cepe mici/medii sau una mare si pui la prajit in ulei de masline (se poate si de floarea soarelui). rumenesti bine ceapa, in proces pui niste unt (~50-75g; eu fac la ochi totul).	0	0	0
Italia, statul membru al UE care a fost până acum cel mai puternic lovit de pandemie, a fost o țintă deosebit de importantă a campaniei de informare chinezească. Recent,  ambasadorul Italiei la UE se plângea că ”numai China“ a răspuns cererii de ajutor a țării sale.	0	0	0
Oare dacă bei single malt după blended, înseamnă că le amesteci? 🥃🥃	0	0	0
@Camelia30_0 Sunt un psiholog de 40 de ani care-ți recită din Varg Vikernes și cunoaște bine discografia Mayhem. Dar m-am gândit să nu vă sperii cu chestii prea dure și-am zis de Slayer. :))	0	0	0
@ioanapistol La banii aia te ia Arafat cu elicopterul. Pe bune.	0	0	0
Care e faza cu testarea a zeci de mii de oameni? Odata testat nu se mai infecteaza sau ce plm!🙄	0	0	0
@ECiocu Cum dracu au făcut asta?🤣🤣🤣	0	0	0
@victorciutacu @basarab84 Absolut ridicol sa scoti armata si cu acele masini speciale, risipa de bani si btw polueaza, atentie, se supara greta!	0	0	0
@CatalinJ15 @i0n1ca Prietene, crezi ca in momentele astea mai e vremea de polemici de asta de cacat?	0	0	0
Buna ziua. Toată lumea a trai naţionalitate străină, în Japonia, sa devina prieteni cu mine.	0	0	0
Aproape 10.000 de teste false pentru depistarea coronavirusului, ridicate de la o firmă care le vindea online	0	0	0
@_lor3scu_ Ahhh, Budeanu...Credeam că e Kempes îmbătrânit.	0	0	0
@bucharestlife Eu am fost. Prin Cismigiu si Calea Victoriei. Putina lume, se sta la distanță, putine mașini. Okish. Civilizat. Nu știu de prin magazine, nu am fost.	0	0	0
@DacianSoros Era filtru la ieșirea din București spre Pitești, de aia era aglomerația aia. În partea aia se duce lumea la muncă.	0	0	0
Și dacă sculamentul omoară coronavirusul ăsta? Apoi tratament pentru sculament și gata. (Da, sunt fan Doctor House)	0	0	0
@w_lemn @SirGolan Franța susține economic vreo 4-5 țări africane : Tunisia, Maroc, Algeria, Congo, etc. Noi pe cine dracu susținem ? 2 milioane de moldoveni ?	0	0	0
@pinguuina @radutimo @MarmotaDeCampie :)) păi înțelege cineva ??	0	0	0
Român aplaudat de medicii din Spania #StaiAcasă si informeaza-te #CuMine...	0	0	0
Cei mai mulţi pacienţi diagnosticaţi cu Covid-19 au între 19 şi 50 de ani.	0	0	0
În ianuarie 2020, Anca Bertea a fost numită la șefia DSP Brașov, printr-un ordin semnat de ministrul Victor Costache.	0	0	0
lino golden a facut piesa cu un manelist 😭😭😭😭	0	0	0
tii bine ce voia lumea, pulimea, prostimea. Pune, bă, boule Klause un premier, fie el și un gunoi ca Cîțu până trece nebunia cu virusul.	1	1	1
@PTinello @gruppopinguini Doamne ...ce dracu de prostii poți sa scrii !!Minciuni sfruntate!!Rusine..🤦‍	0	0	0
@alexandriuqq Vai de capul meu, serios? Dacă e asa, sunt duși pe copca bine de tot. O sa devina noua italie soon.	0	0	0
Cum evalueaza medicii de familie daca un pacient e suspect de Covid-19 si cat de pregatiti pentru pandemie? Interviu	0	0	0
Facebook, un canal de marketing cu multe dificultăți pentru videochat:	0	0	0
Sunt cetateni romani cu drepturi depline, din pacate!Nu cred ca vrei sa auzi ce gandesc despre acestia...	0	0	0
#romaniiautalent Țâță de mâță	0	0	0
@itmorar carantinezi, nu carantinezi, vremea coronaviruslui trece. (KoronaSutra, pag. 3)	0	0	0
@MihaiHristea @Afc_Anto La multi ani cu sănătate multă!	0	0	0
poate stam toti in case destul timp ca animalele sa se plimbe pe strazi si sa reia tot teritoriul furat de oameni	0	0	0
În privința coronavirusului, Europa are de ales între a-și bloca sau nu economia. Țările au de făcut un compromis, ele trebuind să aleagă între sănătatea publică și stoparea creșterii economice	0	0	0
Nu vreau sa ma laud dar cred ca fata pe care o plac ma place inapoi	0	0	0
Adrian Oros: Preţurile au crescut brusc la aproape toate produsele de bază în data de 17 martie -	0	0	0
@AlexPop76 Lăudabilă inițiativă și sper sa fie așa cum e descrisă!Doar că am vaga senzație că omul respectiv incerca sa profite de orice situație că sa își aducă aport de imagine!Sper să mă înșel!	0	0	0
Yo nici nu mi-am dat seama cand s-a facut deja sapte seara, iar multi s-au plans groaznic de plictiseala azi... 😎	0	0	0
Artistul își ipostaziază propria percepție despre viață și uită să o și trăiască. El pune viața la lucru, iar viața nu-l dezamăgește, întotdeauna îl surprinde cu noi nuanțe.	0	0	0
Nu toate muștele fac Coronavirus #proverbe	0	0	0
nu ai nevoie la ...framantat ...😀😀😀😀😀  ?	0	0	0
@MarmotaDeCampie @cristinadobre Tu crezi ca io am rabdare sa iti copiez citate de pe net?	0	0	0
Ridicati starea de urgenta sau explodeaza mamaliga Ridicati starea de urgenta sau explodeaza mamaliga	0	0	0
@CarmenMaftei1 Sigur că da, aici este vorba de altele. Sunt curios dacă toate achizițiile astea directe, din perioada crizei sanitare vor fi în vreun fel verificate mai târziu....	0	0	0
@ZoliBara Ce kacat o fi în mintea lui?!	1	1	1
In plina pandemie, un tanar a iesit cu masina pe strada, a facut live pe Facebook si le-a cerut prietenilor sa iasa din case	0	0	0
